Uid_i,Uid_j,Sid_i,Sid_j,%similarity
U_23,U_94,1416404,1416453,36.55
U_23,U_95,1416404,1416461,36.81
U_23,U_41,1416404,1416442,27.1
U_23,U_42,1416404,1416417,33.51
U_23,U_44,1416404,1416458,34.55
U_23,U_45,1416404,1416517,42.44
U_23,U_46,1416404,1416575,37.29
U_23,U_47,1416404,1416676,37.29
U_23,U_48,1416404,1416474,68.06
U_23,U_49,1416404,1416409,39.85
U_23,U_50,1416404,1416438,48.77
U_23,U_51,1416404,1416697,37.82
U_23,U_52,1416404,1416446,37.18
U_23,U_53,1416404,1416484,33.82
U_23,U_54,1416404,1416559,37.29
U_23,U_55,1416404,1416557,66.59
U_23,U_56,1416404,1416513,18.17
U_23,U_58,1416404,1416699,37.29
U_23,U_60,1416404,1416553,37.29
U_23,U_61,1416404,1416437,48.07
U_23,U_62,1416404,1416419,32.77
U_23,U_63,1416404,1416432,58.19
U_23,U_64,1416404,1416744,42.54
U_23,U_65,1416404,1416428,44.86
U_23,U_66,1416404,1416767,32.52
U_23,U_68,1416404,1416570,29.94
U_23,U_69,1416404,1416574,29.73
U_23,U_70,1416404,1416469,25.53
U_23,U_115,1416404,1416426,31.3
U_23,U_110,1416404,1416459,32.53
U_23,U_111,1416404,1416684,70.08
U_23,U_112,1416404,1416522,37.29
U_23,U_88,1416404,1416683,34.87
U_23,U_89,1416404,1416556,37.29
U_23,U_71,1416404,1416795,37.29
U_23,U_13,1416404,1416629,39.29
U_23,U_14,1416404,1416491,45.42
U_23,U_15,1416404,1416497,41.51
U_23,U_16,1416404,1416546,37.29
U_23,U_17,1416404,1416478,56.2
U_23,U_18,1416404,1416722,50.16
U_23,U_20,1416404,1416600,33.61
U_23,U_21,1416404,1416761,34.29
U_23,U_22,1416404,1416485,34.03
U_23,U_24,1416404,1416709,42.49
U_23,U_25,1416404,1416457,36.34
U_23,U_27,1416404,1416790,34.14
U_23,U_28,1416404,1416633,35.4
U_23,U_29,1416404,1416449,78.81
U_23,U_30,1416404,1416476,37.18
U_23,U_31,1416404,1416436,58.3
U_23,U_32,1416404,1416422,36.55
U_23,U_33,1416404,1416534,37.18
U_23,U_34,1416404,1416498,25.96
U_23,U_35,1416404,1416412,41.52
U_23,U_36,1416404,1416741,34.14
U_23,U_37,1416404,1416415,37.75
U_23,U_39,1416404,1416407,38.34
U_23,U_40,1416404,1416571,54.09
U_23,U_72,1416404,1416773,37.29
U_23,U_73,1416404,1416475,24.05
U_23,U_74,1416404,1416649,37.29
U_23,U_75,1416404,1416531,37.29
U_23,U_76,1416404,1416644,37.29
U_23,U_77,1416404,1416687,37.29
U_23,U_78,1416404,1416789,50.16
U_23,U_79,1416404,1416675,36.55
U_23,U_80,1416404,1416702,37.29
U_23,U_81,1416404,1416445,47.79
U_23,U_82,1416404,1416764,34.55
U_23,U_83,1416404,1416524,37.29
U_23,U_84,1416404,1416565,37.29
U_23,U_85,1416404,1416780,37.29
U_24,U_96,1416709,1416758,46.18
U_24,U_97,1416709,1416757,46.18
U_24,U_99,1416709,1416755,46.18
U_24,U_101,1416709,1416724,46.18
U_24,U_107,1416709,1416787,35.88
U_24,U_26,1416709,1416774,25.49
U_24,U_5,1416709,1416710,48.33
U_24,U_7,1416709,1416738,63.95
U_24,U_12,1416709,1416796,28.01
U_24,U_90,1416709,1416776,48.33
U_24,U_64,1416709,1416744,53.13
U_24,U_66,1416709,1416767,48.67
U_24,U_71,1416709,1416795,35.88
U_24,U_18,1416709,1416722,59.5
U_24,U_21,1416709,1416761,42.06
U_24,U_27,1416709,1416790,57.0
U_24,U_36,1416709,1416741,57.6
U_24,U_72,1416709,1416773,35.88
U_24,U_78,1416709,1416789,59.5
U_24,U_82,1416709,1416764,73.65
U_24,U_85,1416709,1416780,35.88
U_25,U_86,1416457,1416529,75.95
U_25,U_96,1416457,1416758,51.49
U_25,U_97,1416457,1416757,51.49
U_25,U_98,1416457,1416671,52.36
U_25,U_99,1416457,1416755,51.49
U_25,U_101,1416457,1416724,51.49
U_25,U_102,1416457,1416526,75.95
U_25,U_103,1416457,1416464,45.95
U_25,U_104,1416457,1416696,53.09
U_25,U_105,1416457,1416612,75.95
U_25,U_106,1416457,1416626,75.95
U_25,U_107,1416457,1416787,75.95
U_25,U_108,1416457,1416566,75.95
U_25,U_109,1416457,1416494,75.95
U_25,U_26,1416457,1416774,26.53
U_25,U_114,1416457,1416509,53.09
U_25,U_2,1416457,1416654,19.09
U_25,U_3,1416457,1416602,38.64
U_25,U_5,1416457,1416710,52.28
U_25,U_7,1416457,1416738,39.58
U_25,U_8,1416457,1416564,44.22
U_25,U_9,1416457,1416505,51.49
U_25,U_11,1416457,1416539,48.97
U_25,U_12,1416457,1416796,22.7
U_25,U_43,1416457,1416598,38.65
U_25,U_90,1416457,1416776,52.28
U_25,U_91,1416457,1416544,75.95
U_25,U_92,1416457,1416527,52.36
U_25,U_93,1416457,1416545,52.36
U_25,U_95,1416457,1416461,38.5
U_25,U_44,1416457,1416458,45.12
U_25,U_45,1416457,1416517,21.33
U_25,U_46,1416457,1416575,75.95
U_25,U_47,1416457,1416676,75.95
U_25,U_48,1416457,1416474,30.61
U_25,U_51,1416457,1416697,51.94
U_25,U_53,1416457,1416484,48.34
U_25,U_54,1416457,1416559,75.95
U_25,U_55,1416457,1416557,33.25
U_25,U_56,1416457,1416513,23.4
U_25,U_58,1416457,1416699,75.95
U_25,U_60,1416457,1416553,75.95
U_25,U_64,1416457,1416744,47.94
U_25,U_66,1416457,1416767,34.5
U_25,U_68,1416457,1416570,45.73
U_25,U_69,1416457,1416574,41.09
U_25,U_70,1416457,1416469,30.2
U_25,U_110,1416457,1416459,42.39
U_25,U_111,1416457,1416684,31.73
U_25,U_112,1416457,1416522,75.95
U_25,U_88,1416457,1416683,45.95
U_25,U_89,1416457,1416556,75.95
U_25,U_71,1416457,1416795,75.95
U_25,U_13,1416457,1416629,39.29
U_25,U_14,1416457,1416491,34.74
U_25,U_15,1416457,1416497,41.51
U_25,U_16,1416457,1416546,75.95
U_25,U_17,1416457,1416478,31.1
U_25,U_18,1416457,1416722,33.39
U_25,U_20,1416457,1416600,45.61
U_25,U_21,1416457,1416761,38.41
U_25,U_22,1416457,1416485,42.93
U_25,U_24,1416457,1416709,34.76
U_25,U_27,1416457,1416790,48.85
U_25,U_28,1416457,1416633,49.29
U_25,U_30,1416457,1416476,52.36
U_25,U_33,1416457,1416534,52.36
U_25,U_34,1416457,1416498,27.57
U_25,U_36,1416457,1416741,48.97
U_25,U_40,1416457,1416571,29.38
U_25,U_72,1416457,1416773,75.95
U_25,U_73,1416457,1416475,27.78
U_25,U_74,1416457,1416649,75.95
U_25,U_75,1416457,1416531,75.95
U_25,U_76,1416457,1416644,75.95
U_25,U_77,1416457,1416687,75.95
U_25,U_78,1416457,1416789,33.39
U_25,U_79,1416457,1416675,51.49
U_25,U_80,1416457,1416702,75.95
U_25,U_82,1416457,1416764,45.12
U_25,U_83,1416457,1416524,75.95
U_25,U_84,1416457,1416565,75.95
U_25,U_85,1416457,1416780,75.95
U_27,U_12,1416790,1416796,20.8
U_27,U_71,1416790,1416795,41.6
U_28,U_96,1416633,1416758,79.15
U_28,U_97,1416633,1416757,79.15
U_28,U_98,1416633,1416671,82.88
U_28,U_99,1416633,1416755,79.15
U_28,U_101,1416633,1416724,79.15
U_28,U_104,1416633,1416696,76.71
U_28,U_107,1416633,1416787,43.5
U_28,U_26,1416633,1416774,25.29
U_28,U_2,1416633,1416654,18.79
U_28,U_5,1416633,1416710,82.5
U_28,U_7,1416633,1416738,65.11
U_28,U_12,1416633,1416796,21.59
U_28,U_90,1416633,1416776,82.5
U_28,U_47,1416633,1416676,43.5
U_28,U_51,1416633,1416697,82.11
U_28,U_58,1416633,1416699,43.5
U_28,U_64,1416633,1416744,70.08
U_28,U_66,1416633,1416767,43.07
U_28,U_111,1416633,1416684,33.33
U_28,U_88,1416633,1416683,76.1
U_28,U_71,1416633,1416795,43.5
U_28,U_18,1416633,1416722,41.05
U_28,U_21,1416633,1416761,47.99
U_28,U_24,1416633,1416709,54.94
U_28,U_27,1416633,1416790,86.22
U_28,U_36,1416633,1416741,87.15
U_28,U_72,1416633,1416773,43.5
U_28,U_74,1416633,1416649,43.5
U_28,U_76,1416633,1416644,43.5
U_28,U_77,1416633,1416687,43.5
U_28,U_78,1416633,1416789,41.05
U_28,U_79,1416633,1416675,79.15
U_28,U_80,1416633,1416702,43.5
U_28,U_82,1416633,1416764,75.3
U_28,U_85,1416633,1416780,43.5
U_29,U_86,1416449,1416529,37.23
U_29,U_96,1416449,1416758,36.44
U_29,U_97,1416449,1416757,36.44
U_29,U_98,1416449,1416671,37.13
U_29,U_99,1416449,1416755,36.44
U_29,U_101,1416449,1416724,36.44
U_29,U_102,1416449,1416526,37.23
U_29,U_103,1416449,1416464,35.74
U_29,U_104,1416449,1416696,37.72
U_29,U_105,1416449,1416612,37.23
U_29,U_106,1416449,1416626,37.23
U_29,U_107,1416449,1416787,37.23
U_29,U_108,1416449,1416566,37.23
U_29,U_109,1416449,1416494,37.23
U_29,U_26,1416449,1416774,41.22
U_29,U_114,1416449,1416509,37.72
U_29,U_116,1416449,1416454,31.09
U_29,U_2,1416449,1416654,32.08
U_29,U_3,1416449,1416602,34.71
U_29,U_5,1416449,1416710,37.43
U_29,U_7,1416449,1416738,33.79
U_29,U_8,1416449,1416564,28.12
U_29,U_9,1416449,1416505,36.44
U_29,U_11,1416449,1416539,35.05
U_29,U_12,1416449,1416796,26.54
U_29,U_43,1416449,1416598,43.86
U_29,U_90,1416449,1416776,37.43
U_29,U_91,1416449,1416544,37.23
U_29,U_92,1416449,1416527,37.13
U_29,U_93,1416449,1416545,37.13
U_29,U_94,1416449,1416453,36.44
U_29,U_95,1416449,1416461,40.56
U_29,U_44,1416449,1416458,34.75
U_29,U_45,1416449,1416517,42.18
U_29,U_46,1416449,1416575,37.23
U_29,U_47,1416449,1416676,37.23
U_29,U_48,1416449,1416474,58.61
U_29,U_51,1416449,1416697,37.72
U_29,U_53,1416449,1416484,34.36
U_29,U_54,1416449,1416559,37.23
U_29,U_55,1416449,1416557,70.41
U_29,U_56,1416449,1416513,18.51
U_29,U_58,1416449,1416699,37.23
U_29,U_60,1416449,1416553,37.23
U_29,U_64,1416449,1416744,37.82
U_29,U_66,1416449,1416767,31.86
U_29,U_68,1416449,1416570,30.89
U_29,U_69,1416449,1416574,28.22
U_29,U_70,1416449,1416469,28.22
U_29,U_110,1416449,1416459,34.65
U_29,U_111,1416449,1416684,79.7
U_29,U_112,1416449,1416522,37.23
U_29,U_88,1416449,1416683,35.74
U_29,U_89,1416449,1416556,37.23
U_29,U_71,1416449,1416795,37.23
U_29,U_13,1416449,1416629,48.42
U_29,U_14,1416449,1416491,44.65
U_29,U_15,1416449,1416497,46.24
U_29,U_16,1416449,1416546,37.23
U_29,U_17,1416449,1416478,53.17
U_29,U_18,1416449,1416722,59.27
U_29,U_20,1416449,1416600,36.34
U_29,U_21,1416449,1416761,32.97
U_29,U_22,1416449,1416485,35.74
U_29,U_24,1416449,1416709,43.52
U_29,U_25,1416449,1416457,35.74
U_29,U_27,1416449,1416790,34.85
U_29,U_28,1416449,1416633,36.14
U_29,U_30,1416449,1416476,37.13
U_29,U_33,1416449,1416534,37.13
U_29,U_34,1416449,1416498,28.61
U_29,U_36,1416449,1416741,35.05
U_29,U_40,1416449,1416571,53.11
U_29,U_72,1416449,1416773,37.23
U_29,U_73,1416449,1416475,24.85
U_29,U_74,1416449,1416649,37.23
U_29,U_75,1416449,1416531,37.23
U_29,U_76,1416449,1416644,37.23
U_29,U_77,1416449,1416687,37.23
U_29,U_78,1416449,1416789,59.27
U_29,U_79,1416449,1416675,36.44
U_29,U_80,1416449,1416702,37.23
U_29,U_82,1416449,1416764,34.75
U_29,U_83,1416449,1416524,37.23
U_29,U_84,1416449,1416565,37.23
U_29,U_85,1416449,1416780,37.23
U_30,U_86,1416476,1416529,42.24
U_30,U_96,1416476,1416758,95.14
U_30,U_97,1416476,1416757,95.14
U_30,U_98,1416476,1416671,100.0
U_30,U_99,1416476,1416755,95.14
U_30,U_101,1416476,1416724,95.14
U_30,U_102,1416476,1416526,42.24
U_30,U_104,1416476,1416696,93.52
U_30,U_105,1416476,1416612,42.24
U_30,U_106,1416476,1416626,42.24
U_30,U_107,1416476,1416787,42.24
U_30,U_108,1416476,1416566,42.24
U_30,U_109,1416476,1416494,42.24
U_30,U_26,1416476,1416774,25.38
U_30,U_114,1416476,1416509,93.52
U_30,U_2,1416476,1416654,17.34
U_30,U_3,1416476,1416602,47.75
U_30,U_5,1416476,1416710,99.46
U_30,U_7,1416476,1416738,57.58
U_30,U_8,1416476,1416564,64.56
U_30,U_9,1416476,1416505,95.14
U_30,U_11,1416476,1416539,85.94
U_30,U_12,1416476,1416796,20.75
U_30,U_43,1416476,1416598,57.68
U_30,U_90,1416476,1416776,99.46
U_30,U_91,1416476,1416544,42.24
U_30,U_92,1416476,1416527,100.0
U_30,U_93,1416476,1416545,100.0
U_30,U_45,1416476,1416517,22.54
U_30,U_46,1416476,1416575,42.24
U_30,U_47,1416476,1416676,42.24
U_30,U_51,1416476,1416697,99.2
U_30,U_53,1416476,1416484,81.76
U_30,U_54,1416476,1416559,42.24
U_30,U_55,1416476,1416557,34.47
U_30,U_56,1416476,1416513,18.35
U_30,U_58,1416476,1416699,42.24
U_30,U_60,1416476,1416553,42.24
U_30,U_64,1416476,1416744,81.63
U_30,U_66,1416476,1416767,44.2
U_30,U_68,1416476,1416570,79.79
U_30,U_69,1416476,1416574,64.96
U_30,U_111,1416476,1416684,34.04
U_30,U_112,1416476,1416522,42.24
U_30,U_88,1416476,1416683,68.0
U_30,U_89,1416476,1416556,42.24
U_30,U_71,1416476,1416795,42.24
U_30,U_13,1416476,1416629,52.39
U_30,U_14,1416476,1416491,36.05
U_30,U_15,1416476,1416497,52.66
U_30,U_16,1416476,1416546,42.24
U_30,U_17,1416476,1416478,33.17
U_30,U_18,1416476,1416722,40.5
U_30,U_20,1416476,1416600,65.29
U_30,U_21,1416476,1416761,48.3
U_30,U_22,1416476,1416485,59.4
U_30,U_24,1416476,1416709,47.98
U_30,U_27,1416476,1416790,85.13
U_30,U_28,1416476,1416633,82.88
U_30,U_33,1416476,1416534,100.0
U_30,U_34,1416476,1416498,47.38
U_30,U_36,1416476,1416741,85.94
U_30,U_40,1416476,1416571,27.04
U_30,U_72,1416476,1416773,42.24
U_30,U_74,1416476,1416649,42.24
U_30,U_75,1416476,1416531,42.24
U_30,U_76,1416476,1416644,42.24
U_30,U_77,1416476,1416687,42.24
U_30,U_78,1416476,1416789,40.5
U_30,U_79,1416476,1416675,95.14
U_30,U_80,1416476,1416702,42.24
U_30,U_82,1416476,1416764,66.97
U_30,U_83,1416476,1416524,42.24
U_30,U_84,1416476,1416565,42.24
U_30,U_85,1416476,1416780,42.24
U_31,U_86,1416436,1416529,24.33
U_31,U_96,1416436,1416758,27.11
U_31,U_97,1416436,1416757,27.11
U_31,U_98,1416436,1416671,25.49
U_31,U_99,1416436,1416755,27.11
U_31,U_100,1416436,1416443,27.3
U_31,U_101,1416436,1416724,27.11
U_31,U_102,1416436,1416526,24.33
U_31,U_103,1416436,1416464,24.31
U_31,U_104,1416436,1416696,27.0
U_31,U_105,1416436,1416612,24.33
U_31,U_106,1416436,1416626,24.33
U_31,U_107,1416436,1416787,24.33
U_31,U_108,1416436,1416566,24.33
U_31,U_109,1416436,1416494,24.33
U_31,U_26,1416436,1416774,36.45
U_31,U_114,1416436,1416509,27.0
U_31,U_116,1416436,1416454,26.77
U_31,U_2,1416436,1416654,37.08
U_31,U_3,1416436,1416602,22.72
U_31,U_5,1416436,1416710,25.61
U_31,U_6,1416436,1416440,22.11
U_31,U_7,1416436,1416738,26.81
U_31,U_8,1416436,1416564,25.37
U_31,U_9,1416436,1416505,27.11
U_31,U_11,1416436,1416539,21.55
U_31,U_12,1416436,1416796,27.12
U_31,U_43,1416436,1416598,28.79
U_31,U_90,1416436,1416776,25.61
U_31,U_91,1416436,1416544,24.33
U_31,U_92,1416436,1416527,25.49
U_31,U_93,1416436,1416545,25.49
U_31,U_94,1416436,1416453,27.11
U_31,U_95,1416436,1416461,28.08
U_31,U_41,1416436,1416442,22.94
U_31,U_44,1416436,1416458,24.09
U_31,U_45,1416436,1416517,55.04
U_31,U_46,1416436,1416575,24.33
U_31,U_47,1416436,1416676,24.33
U_31,U_48,1416436,1416474,69.59
U_31,U_50,1416436,1416438,31.25
U_31,U_51,1416436,1416697,25.38
U_31,U_52,1416436,1416446,25.49
U_31,U_53,1416436,1416484,23.29
U_31,U_54,1416436,1416559,24.33
U_31,U_55,1416436,1416557,47.56
U_31,U_56,1416436,1416513,18.19
U_31,U_58,1416436,1416699,24.33
U_31,U_60,1416436,1416553,24.33
U_31,U_61,1416436,1416437,37.02
U_31,U_64,1416436,1416744,23.64
U_31,U_66,1416436,1416767,36.85
U_31,U_68,1416436,1416570,22.75
U_31,U_69,1416436,1416574,16.11
U_31,U_70,1416436,1416469,21.78
U_31,U_110,1416436,1416459,21.72
U_31,U_111,1416436,1416684,70.98
U_31,U_112,1416436,1416522,24.33
U_31,U_88,1416436,1416683,24.31
U_31,U_89,1416436,1416556,24.33
U_31,U_71,1416436,1416795,24.33
U_31,U_13,1416436,1416629,28.38
U_31,U_14,1416436,1416491,49.04
U_31,U_15,1416436,1416497,26.79
U_31,U_16,1416436,1416546,24.33
U_31,U_17,1416436,1416478,50.52
U_31,U_18,1416436,1416722,33.63
U_31,U_20,1416436,1416600,19.47
U_31,U_21,1416436,1416761,23.17
U_31,U_22,1416436,1416485,22.64
U_31,U_24,1416436,1416709,26.18
U_31,U_25,1416436,1416457,25.14
U_31,U_27,1416436,1416790,21.44
U_31,U_28,1416436,1416633,23.99
U_31,U_29,1416436,1416449,55.15
U_31,U_30,1416436,1416476,25.49
U_31,U_33,1416436,1416534,25.49
U_31,U_34,1416436,1416498,28.07
U_31,U_36,1416436,1416741,21.55
U_31,U_40,1416436,1416571,47.47
U_31,U_72,1416436,1416773,24.33
U_31,U_73,1416436,1416475,23.13
U_31,U_74,1416436,1416649,24.33
U_31,U_75,1416436,1416531,24.33
U_31,U_76,1416436,1416644,24.33
U_31,U_77,1416436,1416687,24.33
U_31,U_78,1416436,1416789,33.63
U_31,U_79,1416436,1416675,27.11
U_31,U_80,1416436,1416702,24.33
U_31,U_81,1416436,1416445,30.48
U_31,U_82,1416436,1416764,24.09
U_31,U_83,1416436,1416524,24.33
U_31,U_84,1416436,1416565,24.33
U_31,U_85,1416436,1416780,24.33
U_32,U_86,1416422,1416529,40.03
U_32,U_87,1416422,1416430,61.76
U_32,U_96,1416422,1416758,100.0
U_32,U_97,1416422,1416757,100.0
U_32,U_98,1416422,1416671,95.14
U_32,U_99,1416422,1416755,100.0
U_32,U_100,1416422,1416443,63.17
U_32,U_101,1416422,1416724,100.0
U_32,U_102,1416422,1416526,40.03
U_32,U_103,1416422,1416464,64.92
U_32,U_104,1416422,1416696,89.16
U_32,U_105,1416422,1416612,40.03
U_32,U_106,1416422,1416626,40.03
U_32,U_107,1416422,1416787,40.03
U_32,U_108,1416422,1416566,40.03
U_32,U_109,1416422,1416494,40.03
U_32,U_26,1416422,1416774,25.76
U_32,U_114,1416422,1416509,89.16
U_32,U_116,1416422,1416454,69.73
U_32,U_2,1416422,1416654,18.28
U_32,U_3,1416422,1416602,45.83
U_32,U_4,1416422,1416424,23.64
U_32,U_5,1416422,1416710,94.62
U_32,U_6,1416422,1416440,65.9
U_32,U_7,1416422,1416738,55.0
U_32,U_8,1416422,1416564,61.88
U_32,U_9,1416422,1416505,100.0
U_32,U_10,1416422,1416433,38.38
U_32,U_11,1416422,1416539,81.82
U_32,U_12,1416422,1416796,20.54
U_32,U_43,1416422,1416598,61.16
U_32,U_90,1416422,1416776,94.62
U_32,U_91,1416422,1416544,40.03
U_32,U_92,1416422,1416527,95.14
U_32,U_93,1416422,1416545,95.14
U_32,U_94,1416422,1416453,100.0
U_32,U_95,1416422,1416461,58.4
U_32,U_41,1416422,1416442,46.38
U_32,U_44,1416422,1416458,63.92
U_32,U_45,1416422,1416517,23.64
U_32,U_46,1416422,1416575,40.03
U_32,U_47,1416422,1416676,40.03
U_32,U_48,1416422,1416474,32.24
U_32,U_50,1416422,1416438,45.18
U_32,U_51,1416422,1416697,94.65
U_32,U_52,1416422,1416446,95.14
U_32,U_53,1416422,1416484,86.35
U_32,U_54,1416422,1416559,40.03
U_32,U_55,1416422,1416557,33.33
U_32,U_56,1416422,1416513,18.95
U_32,U_58,1416422,1416699,40.03
U_32,U_60,1416422,1416553,40.03
U_32,U_61,1416422,1416437,48.7
U_32,U_63,1416422,1416432,35.97
U_32,U_64,1416422,1416744,77.62
U_32,U_65,1416422,1416428,25.96
U_32,U_66,1416422,1416767,42.98
U_32,U_68,1416422,1416570,76.1
U_32,U_69,1416422,1416574,62.28
U_32,U_70,1416422,1416469,67.95
U_32,U_115,1416422,1416426,83.03
U_32,U_110,1416422,1416459,62.01
U_32,U_111,1416422,1416684,34.44
U_32,U_112,1416422,1416522,40.03
U_32,U_88,1416422,1416683,64.92
U_32,U_89,1416422,1416556,40.03
U_32,U_71,1416422,1416795,40.03
U_32,U_13,1416422,1416629,50.83
U_32,U_14,1416422,1416491,35.75
U_32,U_15,1416422,1416497,51.12
U_32,U_16,1416422,1416546,40.03
U_32,U_17,1416422,1416478,35.49
U_32,U_18,1416422,1416722,40.58
U_32,U_20,1416422,1416600,62.28
U_32,U_21,1416422,1416761,46.96
U_32,U_22,1416422,1416485,56.96
U_32,U_24,1416422,1416709,46.18
U_32,U_25,1416422,1416457,51.49
U_32,U_27,1416422,1416790,81.26
U_32,U_28,1416422,1416633,79.15
U_32,U_29,1416422,1416449,36.44
U_32,U_30,1416422,1416476,95.14
U_32,U_31,1416422,1416436,27.11
U_32,U_33,1416422,1416534,95.14
U_32,U_34,1416422,1416498,45.67
U_32,U_36,1416422,1416741,81.82
U_32,U_40,1416422,1416571,27.24
U_32,U_72,1416422,1416773,40.03
U_32,U_73,1416422,1416475,42.4
U_32,U_74,1416422,1416649,40.03
U_32,U_75,1416422,1416531,40.03
U_32,U_76,1416422,1416644,40.03
U_32,U_77,1416422,1416687,40.03
U_32,U_78,1416422,1416789,40.58
U_32,U_79,1416422,1416675,100.0
U_32,U_80,1416422,1416702,40.03
U_32,U_81,1416422,1416445,27.29
U_32,U_82,1416422,1416764,63.92
U_32,U_83,1416422,1416524,40.03
U_32,U_84,1416422,1416565,40.03
U_32,U_85,1416422,1416780,40.03
U_33,U_96,1416534,1416758,95.14
U_33,U_97,1416534,1416757,95.14
U_33,U_98,1416534,1416671,100.0
U_33,U_99,1416534,1416755,95.14
U_33,U_101,1416534,1416724,95.14
U_33,U_104,1416534,1416696,93.52
U_33,U_105,1416534,1416612,42.24
U_33,U_106,1416534,1416626,42.24
U_33,U_107,1416534,1416787,42.24
U_33,U_108,1416534,1416566,42.24
U_33,U_26,1416534,1416774,25.38
U_33,U_2,1416534,1416654,17.34
U_33,U_3,1416534,1416602,47.75
U_33,U_5,1416534,1416710,99.46
U_33,U_7,1416534,1416738,57.58
U_33,U_8,1416534,1416564,64.56
U_33,U_11,1416534,1416539,85.94
U_33,U_12,1416534,1416796,20.75
U_33,U_43,1416534,1416598,57.68
U_33,U_90,1416534,1416776,99.46
U_33,U_91,1416534,1416544,42.24
U_33,U_93,1416534,1416545,100.0
U_33,U_46,1416534,1416575,42.24
U_33,U_47,1416534,1416676,42.24
U_33,U_51,1416534,1416697,99.2
U_33,U_54,1416534,1416559,42.24
U_33,U_55,1416534,1416557,34.47
U_33,U_58,1416534,1416699,42.24
U_33,U_60,1416534,1416553,42.24
U_33,U_64,1416534,1416744,81.63
U_33,U_66,1416534,1416767,44.2
U_33,U_68,1416534,1416570,79.79
U_33,U_69,1416534,1416574,64.96
U_33,U_111,1416534,1416684,34.04
U_33,U_88,1416534,1416683,68.0
U_33,U_89,1416534,1416556,42.24
U_33,U_71,1416534,1416795,42.24
U_33,U_13,1416534,1416629,52.39
U_33,U_16,1416534,1416546,42.24
U_33,U_18,1416534,1416722,40.5
U_33,U_20,1416534,1416600,65.29
U_33,U_21,1416534,1416761,48.3
U_33,U_24,1416534,1416709,47.98
U_33,U_27,1416534,1416790,85.13
U_33,U_28,1416534,1416633,82.88
U_33,U_36,1416534,1416741,85.94
U_33,U_40,1416534,1416571,27.04
U_33,U_72,1416534,1416773,42.24
U_33,U_74,1416534,1416649,42.24
U_33,U_76,1416534,1416644,42.24
U_33,U_77,1416534,1416687,42.24
U_33,U_78,1416534,1416789,40.5
U_33,U_79,1416534,1416675,95.14
U_33,U_80,1416534,1416702,42.24
U_33,U_82,1416534,1416764,66.97
U_33,U_84,1416534,1416565,42.24
U_33,U_85,1416534,1416780,42.24
U_34,U_86,1416498,1416529,23.94
U_34,U_96,1416498,1416758,45.67
U_34,U_97,1416498,1416757,45.67
U_34,U_98,1416498,1416671,47.38
U_34,U_99,1416498,1416755,45.67
U_34,U_101,1416498,1416724,45.67
U_34,U_102,1416498,1416526,23.94
U_34,U_104,1416498,1416696,51.01
U_34,U_105,1416498,1416612,23.94
U_34,U_106,1416498,1416626,23.94
U_34,U_107,1416498,1416787,23.94
U_34,U_108,1416498,1416566,23.94
U_34,U_26,1416498,1416774,36.93
U_34,U_114,1416498,1416509,51.01
U_34,U_2,1416498,1416654,40.74
U_34,U_3,1416498,1416602,20.13
U_34,U_5,1416498,1416710,47.18
U_34,U_7,1416498,1416738,27.82
U_34,U_8,1416498,1416564,54.83
U_34,U_9,1416498,1416505,45.67
U_34,U_11,1416498,1416539,40.24
U_34,U_12,1416498,1416796,23.49
U_34,U_43,1416498,1416598,31.01
U_34,U_90,1416498,1416776,47.18
U_34,U_91,1416498,1416544,23.94
U_34,U_92,1416498,1416527,47.38
U_34,U_93,1416498,1416545,47.38
U_34,U_45,1416498,1416517,25.86
U_34,U_46,1416498,1416575,23.94
U_34,U_47,1416498,1416676,23.94
U_34,U_51,1416498,1416697,46.78
U_34,U_54,1416498,1416559,23.94
U_34,U_55,1416498,1416557,35.37
U_34,U_56,1416498,1416513,24.75
U_34,U_58,1416498,1416699,23.94
U_34,U_60,1416498,1416553,23.94
U_34,U_64,1416498,1416744,36.42
U_34,U_66,1416498,1416767,49.58
U_34,U_68,1416498,1416570,61.97
U_34,U_69,1416498,1416574,31.69
U_34,U_111,1416498,1416684,28.21
U_34,U_112,1416498,1416522,23.94
U_34,U_88,1416498,1416683,31.29
U_34,U_89,1416498,1416556,23.94
U_34,U_71,1416498,1416795,23.94
U_34,U_13,1416498,1416629,47.28
U_34,U_16,1416498,1416546,23.94
U_34,U_18,1416498,1416722,35.7
U_34,U_20,1416498,1416600,27.26
U_34,U_21,1416498,1416761,28.67
U_34,U_24,1416498,1416709,41.8
U_34,U_27,1416498,1416790,39.64
U_34,U_28,1416498,1416633,43.56
U_34,U_33,1416498,1416534,47.38
U_34,U_36,1416498,1416741,40.24
U_34,U_40,1416498,1416571,42.32
U_34,U_72,1416498,1416773,23.94
U_34,U_74,1416498,1416649,23.94
U_34,U_75,1416498,1416531,23.94
U_34,U_76,1416498,1416644,23.94
U_34,U_77,1416498,1416687,23.94
U_34,U_78,1416498,1416789,35.7
U_34,U_79,1416498,1416675,45.67
U_34,U_80,1416498,1416702,23.94
U_34,U_82,1416498,1416764,30.28
U_34,U_83,1416498,1416524,23.94
U_34,U_84,1416498,1416565,23.94
U_34,U_85,1416498,1416780,23.94
U_35,U_86,1416412,1416529,32.37
U_35,U_87,1416412,1416430,33.22
U_35,U_96,1416412,1416758,40.46
